author,comment,likes,published
@basedonmyth,2 kali sebulan lahh. Edukasi Kesehatan gitu lohh. gratiss lagi 🤭🤣,0,2025-12-18T01:09:03Z
@diosihotang9680,"In japan, heart surgeon, number 1, steady hand",0,2025-12-18T01:08:41Z
@alexanderlim4124,"Itu doktor tirtanya di tumbhnailnya kyk orang jahat, kyk bos2 yakuza",0,2025-12-18T01:08:38Z
@muhammadramadhan1388,ini banyak yg nonton gak ada yg niat translate kah🗿,0,2025-12-18T01:08:37Z
@auvatzy,si dia dateng lagi aje,0,2025-12-18T01:08:03Z
@flickmew99,"walah makasih dokter tiktar, cangkemku kayaknya busuk kalo indikator radang tenggorokan sering, tolong, ini bukan cangkem busuk karena ngata2in fans bola dok",0,2025-12-18T01:07:13Z
@mkchnn,perlu subtitle bang radit,0,2025-12-18T01:06:35Z
@vivifirli,"Bulan puasa plis bikin lagi, sangat menghibur 😂😂😂",0,2025-12-18T01:05:39Z
@RizchEmsick,Dia lagi😾😹,0,2025-12-18T01:04:48Z
@muhammadbintang7904,Harusnya si ada subtitle ya,0,2025-12-18T01:04:18Z
@nyonyatapsyy,"Jsjdjjsjndkkwkdnjdj
""Boleh minta selusin?"", dengan nada lembut dan agak memaksa 😮",0,2025-12-18T01:03:38Z
@rahmatulfitrah6591,Keren Donnie Yen,0,2025-12-18T01:01:52Z
@shitandbadguy,ngakak,0,2025-12-18T01:00:24Z
@aryaaraan,25:10 sekelas dokter tirta ampe muka puyeng gitu wkwk,89,2025-12-18T00:59:01Z
@tasteintrip,Perlu ada series tersendiri Radit x Tirta,0,2025-12-18T00:58:28Z
@Besserahma-b5z,"Dr. Tirta ini salah satu tamu podcast yg nggk aku prnah skip, selain cara bahasanya menarik, isi yg disampaikan daging smuaaa",0,2025-12-18T00:58:15Z
@gdyaaa,Love hate banget sih kalian,0,2025-12-18T00:57:55Z
@ratuirawan4125,"25:09 😂😂 ekspresi saya jg gtu klo ada foreigner ngomong bahasa enggres, perhatiin n tetep gak ngerti",0,2025-12-18T00:57:13Z
@dhyanprasetiyo563,"46:04 😂😂😂 yg ditanya ""save for kids"", yg nangkep ""for eats"".. omaigod.. kenapa aku ngakak😂😂",0,2025-12-18T00:56:08Z
@RandiArt,"bang radit, om ded, sama dr tirta jadi satu acara bakal seru kali yak.. udah pada kenal akrab dan pasti dar der dor kali 🤣",0,2025-12-18T00:55:45Z
@yogakisna429,.,0,2025-12-18T00:54:28Z
@Alteewzx,Bang Radit kalo ada segmen sama Dokter Tirta nanya nanyain Dokter Internasional bawa translator dong biar yang Dokter Internasionalnya pakai bahasa sendiri terus dia lebih nyaman ngasi pengetahuannya,0,2025-12-18T00:53:52Z
@BatozarDom,🤣,0,2025-12-18T00:53:41Z
@iqbalpbrn5434,Bang radit hala madrid ituu aslinya😂,0,2025-12-18T00:50:19Z
@dwifitriani1322,"Dr Tirta : jelasin bla bla bla 
Radit : oh oke oh oke oh oke 😂😂

Satuin dr.tirta sma dr.gia dong seru polll pasti 😊",0,2025-12-18T00:50:01Z
@tigerdust,Dokter Tirta is the new Yono Bakrie,0,2025-12-18T00:49:59Z
@nowadays6233,ga bosen2 klo bang radit sama dr tirta 😂,0,2025-12-18T00:49:52Z
@fais90s,"Tiap minggu ada khusus konten kesehatan bang, Radiya X dr. Tirta
Mantab tuh......",0,2025-12-18T00:45:53Z
@Jackihexhxx4369,ini diaaaaa😅😅😅,0,2025-12-18T00:45:51Z
@emakcoding,"2 bulan aja kdg sikat udah gak enak lagi. 
Aku biasanya ganti tiap bulan atau 2 bulan sekali..",0,2025-12-18T00:44:59Z
@ridhoramadhan6429,dr Tirta pas dengerin penjelasan dr prof Liu pas bahas anak nya fadil kek orang bingung anjir wkwk,0,2025-12-18T00:43:54Z
@muhammadalwisyaban9369,yeah,0,2025-12-18T00:41:57Z
@ngidolin,"dr tirta ke podcast radit ibarat onad ke tonight show. 
selalu ditunggu viewersnya",0,2025-12-18T00:41:33Z
@alfiananwar7518,Matane holing😂😂😂,0,2025-12-18T00:40:57Z
@nanaanando2635,"Ya ampuun dook, ekspresimu wes ga nolong dok 😂",0,2025-12-18T00:36:11Z
@kolvskol,"i lost in ""pie to cuk, baj*ngan"" wakkakakakakakak...",0,2025-12-18T00:35:42Z
@indrawidi5122,dr tirta  umur 3 hari udah ngerokok,0,2025-12-18T00:33:20Z
@fahmiafis2287,Tirta lagi🔥🔥🔥🔥😎,0,2025-12-18T00:31:16Z
@RadityaDikiraKidal,"Pertemuan 3 suku; batak, cina (aja), dan cina karanganyar. Pulang podcast ini dr. Tirta dalam darahnya mengalir teh oolong",0,2025-12-18T00:29:57Z
@BillaHilang,"haha Dit Ditt, pantas kamu tidak ingin kuliah di Aussie, ternyata Bahasa Inggrisnya kurang lancar 😀",0,2025-12-18T00:28:35Z
@bangnawaz,Pengabdi Liverpool: Dokter Tirta datang lagi,0,2025-12-18T00:27:18Z
@mrs886,tempat nongkrong dr Tirta dan Radit..,0,2025-12-18T00:27:11Z
@muhammadafiifzaidan6381,h,0,2025-12-18T00:24:47Z
@LindaSari-l8j,kasian dokter tirta kesayangan guee ... bang radit lu bener2 yeee menjatuhkan harga diri dokter kitaaa😂🤣🤣,0,2025-12-18T00:22:12Z
@sloter2k,32:16 😂😂😂,0,2025-12-18T00:19:36Z
@misstiursani,Dokter voice nya bang radit dong,0,2025-12-18T00:19:20Z
@setiawanagung9708,Maksh Dok. Infonya.. sngat tak simak.. 😅,0,2025-12-18T00:19:16Z
@hiztoriagenshin1929,dokter tirta keliatan kayak villain2 di film hongkong 🤣,0,2025-12-18T00:18:53Z
@calmingsoulz,HAVENT WATCH YET TP I KNOW THAT IT WOULD BE SEERUU POL,0,2025-12-18T00:16:56Z
@jeonjungkook01-v8d,WEEEE ADA DR TIRTA LANGSUNG LIATTT,0,2025-12-18T00:16:53Z
@endrisiswoyo-gf3ll,Liat dokter tiongkok ngomong inggris dadaku berasa sesak😢,0,2025-12-18T00:15:56Z
@zerowhy2153,Oh....BESTie🤣🤣🤣🤣,0,2025-12-18T00:15:21Z
@Q.Arduino,"waduh, gigiku udah gak ada 5 lagi 😭",0,2025-12-18T00:14:09Z
@sugickmatchow629,cuma disini betah dengerin orang ngiklan hampir sejam,0,2025-12-18T00:14:07Z
@utarimirani,Topiknya serius tp aku nontonnya ngakak sampe nangis 😂,1,2025-12-18T00:13:51Z
@AhmadIkhsan-y2d,sll standby sampe akhir klo bintang tamunya Dr tirta.....sehat² kalian.,0,2025-12-18T00:11:34Z
@artaniaromika5146,Ngakak banget liat muka dokter tirta dengerin penjelasannya 😂,1,2025-12-18T00:10:34Z
@Hpbaskerville,22:53 bangke gw dengernya tirta bilang t*t bukan teeth 😂😂😂😂,0,2025-12-18T00:10:27Z
@dailygaming5995,"knp tdk bang mamat aja bang? betul kata bang ari, bang radit gak suka org timur 😅",1,2025-12-18T00:09:24Z
@Ruin10-e1i,Andai radit masih muda pasti bikin film lagi 😢,1,2025-12-18T00:09:10Z
@naranerdnatiec,"Tiba2 keinget reels anak chinese cwok yg belajar bhasa inggris sama kakaknya. ..."".o'clock.....okolokooo....""😅",2,2025-12-18T00:08:33Z
@purwanti2389,Sub titel nya mana bang...mesake mas tirta.. 😂,0,2025-12-18T00:07:29Z
@rizh2,Kurang panjang,0,2025-12-18T00:07:03Z
@hahavidd,berasa lagi ujian listening 🗿,0,2025-12-18T00:06:34Z
@tebbink,"0:46
Candu banget ketawa bapak satu ini..",1,2025-12-18T00:03:31Z
@muhammadasyron4978,"Bang, please di bikin translate nya kalo bintang tamu ngomong bahasa londoooo 🥲",0,2025-12-18T00:03:27Z
@naranerdnatiec,😂😂😂,0,2025-12-18T00:02:33Z
@trihargo6089,"mereka berdua cocok banget.. harus jadi series tersendiri nih antara bang radit dan Dr. tirta, wajib bikin series berdua",0,2025-12-18T00:00:21Z
@kukuhpambudi6208,Entah kenapa saya suka candaan 2 orang ini akwkw,1,2025-12-17T23:58:38Z
@Akiranoona,Belang jam nya bikin salfok dok,0,2025-12-17T23:56:44Z
@kamiliafairuz1666,46:46 muka tolong di kondisikan dokter tirta 😂,2,2025-12-17T23:56:34Z
@Nooralam-xj4ob,11:09 Caption dari ⭐️ 𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️ bikin mikir,1,2025-12-17T23:55:05Z
@moazelkateb667,"06:18 Sambil nunggu kereta, ada yang nyetel video tentang 𝘽𝙀𝙍𝙆𝘼𝙃99 .",1,2025-12-17T23:54:56Z
@rx0731gammer,"09:15 Alhamdulillah, ❤ 𝘽𝙀𝙍𝙆𝘼𝙃99 🔴 bikin hiburan jadi lebih bermakna! Ceritanya relate, hadiahnya bikin dompet senyum! 🙏",1,2025-12-17T23:54:47Z
@amirkatwal3907,02:44 Sound yang dipake ⭐ ️𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️ selalu pas banget,1,2025-12-17T23:53:50Z
@WildanMuholadun-q7m4t,19:45 Semua tongkrongan kekinian pasti udah kenal 𝘽𝙀𝙍𝙆𝘼𝙃99 .,1,2025-12-17T23:53:44Z
@MUSTAFA13yrsold,03:14 ⭐️ 𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️ tuh punya kualitas konten yang top,1,2025-12-17T23:53:41Z
@CR7_K49,"05:17 Wow, ❤ 𝘽𝙀𝙍𝙆𝘼𝙃99 🔴 beda banget! Ceritanya mengalir, visualnya kece, kemenangannya bikin hati melayang! 👑",1,2025-12-17T23:53:37Z
@selvakumary199,05:15 Ada yang bisa kalahin engagement-nya ⭐ ️𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️? GAK ADA,1,2025-12-17T23:53:36Z
@AIकहानीवीडियो,"05:37 Di status teman-teman, semuanya ngomongin 𝘽𝙀𝙍𝙆𝘼𝙃99 .",1,2025-12-17T23:53:35Z
@SougotoSardar,"06:09 Kalau udah denger kata 𝘽𝙀𝙍𝙆𝘼𝙃99 , pasti langsung keinget vibe positif.",1,2025-12-17T23:53:34Z
@AmburushSangma-nb6en,"12:11 Lagi ngopi di warung, orang sebelah ngobrolin 𝘽𝙀𝙍𝙆𝘼𝙃99 .",1,2025-12-17T23:53:32Z
@bhagyashreeBisoi-s4s,"01:04 Subhanallah, ❤ 𝘽𝙀𝙍𝙆𝘼𝙃99 🔴 bikin takjub! Ceritanya inspiratif, visualnya keren, untungnya luar biasa! 🙌",1,2025-12-17T23:53:29Z
@kingfiregaiming279,02:08 Grup WA keluarga tiba-tiba rame gara-gara ada yang share 𝘽𝙀𝙍𝙆𝘼𝙃99 .,1,2025-12-17T23:52:34Z
@PINTURATHVA-h6b,23:45 Konten ⭐ ️𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️ tuh selalu kreatif banget,1,2025-12-17T23:52:32Z
@divyadeepam8235,03:17 Kontennya ⭐ ️𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️ ngasih vibe positif,1,2025-12-17T23:52:29Z
@Shierlybee,Belajar bhs inggris 😂,0,2025-12-17T23:52:10Z
@Alexlove07,15:22 ⭐️ 𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️ tuh udah kayak brand premium,1,2025-12-17T23:51:46Z
@rohitdas9362,05:19 𝘽𝙀𝙍𝙆𝘼𝙃99 kayak udah jadi bagian dari hidup sehari-hari.,1,2025-12-17T23:51:45Z
@JulissaCheme-v9t,02:19 Postingannya ⭐ ️𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️ selalu dapet insight,1,2025-12-17T23:51:45Z
@RawanSy-y2k,"16:45 Sejak pagi buka HP, yang pertama muncul pasti 𝘽𝙀𝙍𝙆𝘼𝙃99 .",1,2025-12-17T23:51:43Z
@priyapriyanka8604,03:12 Udah pada tau ⭐ ️𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️ belum? Nih akun fenomenal!,1,2025-12-17T23:51:41Z
@SahilAhirwar-x8f,"03:23 Gak pernah ngecewain, ⭐ ️𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️",1,2025-12-17T23:51:40Z
@꿈을삼키다커맨드젤리,06:05 Semua video ⭐ ️𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️ tuh berkelas,1,2025-12-17T23:51:40Z
@SagarBishnoi-f5d,"04:03 Lagi belanja di minimarket, kasirnya nyebut 𝘽𝙀𝙍𝙆𝘼𝙃99 sambil senyum-senyum",1,2025-12-17T23:51:40Z
@IsraelAlfred-n6y,03:40 Viewers-nya loyal banget ke ⭐ ️𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️,1,2025-12-17T23:51:39Z
@RajAmbedkar-j6w,"12:10 ❤ 𝘽𝙀𝙍𝙆𝘼𝙃99 🔴, kamu emang the best! Setiap main bikin ketagihan, ceritanya relate, visualnya top! 🌟",1,2025-12-17T23:51:38Z
@user-rl9kk8sw7v,17:22 Satu kata buat ⭐ ️𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️: KEREN!,1,2025-12-17T23:51:37Z
@DamianiRandrianirina,"06:07 Ada mural keren di tembok kampus, tulisannya ✧𝘽𝙀𝙍𝙆𝘼𝙃99 ✧.",1,2025-12-17T23:51:36Z
@shivamor1973,"13:17 ❤ 𝘽𝙀𝙍𝙆𝘼𝙃99 🔴, apa rahasia kamu bikin ketagihan? 😍 Cerita mengalir, gameplay seru, hadiah top! 💖",1,2025-12-17T23:51:31Z
@latifatulkhasanah2995,"09:08 Gak nyangka bisa sekeren ini, salut ⭐️ 𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️",1,2025-12-17T23:51:03Z
@Rajesh_kumar_up_34,"01:05 Kalo udah liat ⭐ ️𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️, langsung share ke temen",1,2025-12-17T23:50:54Z
@RAFTAAR_67,"01:07 Masyaallah, ❤ 𝘽𝙀𝙍𝙆𝘼𝙃99 🔴 bikin pengalaman main beda! 09:14 Visual top, cerita penuh makna, hadiahnya wow! 💎",0,2025-12-17T23:50:30Z
@ابوصلاحليلا,19:33 Setiap harinya selalu ada yang baru dari ⭐ ️𝘽𝙀𝙍𝙆𝘼𝙃99 ⭐️,1,2025-12-17T23:50:29Z
@anafiffa,lucu banget woy yang daddys daddys,0,2025-12-17T23:50:02Z
@raditya1572,"Ketika Ipul kalah yg salah :
Arne slot ❌️
Fans Emyu✅️",0,2025-12-17T23:50:00Z
@AndyClaire-q2v,"Gw pernah diumur 19 tahun kena tipes 1 bulan baru sembuh, gara"" dirodi boss kerja 12 jam lebih begadang dari jam 7 malem ape jam 7 pagi, setelah sembuh gw resign",0,2025-12-17T23:49:52Z
@xRIEVEx,dengerin profesor ngmong kaya lagi toefl 😂,0,2025-12-17T23:48:49Z
@KemalAsari-sz2il,Ngomong OPO Iki 😂😂😂😂,0,2025-12-17T23:48:33Z
@IrulMuji,Weh.. emyu kenek meneh .. Jan dok2,0,2025-12-17T23:48:18Z
@amarbrilliant12,Aduh lucu bangett ini😂😭,0,2025-12-17T23:46:14Z
@azulXreaction,aksen profesornya sulit sekali dimengerti 😢,0,2025-12-17T23:43:20Z
@Mozarella66,32:15 apasih dok😂🤣😭,1,2025-12-17T23:42:19Z
@ayashamalia,jadi tamu reguler ni orang 😭😭,0,2025-12-17T23:38:58Z
@ramuyanilestari4108,Selalu ngakak liat muka dokter Tirta kalo udah di jelasin 😂,1,2025-12-17T23:38:15Z
@tatajotsoleng6470,"Dr.Tirta ngmong enggres : rodok Medhok, but its ok lah 😂😅😂😅",0,2025-12-17T23:34:04Z
@jackymarkoceng9970,Mantab ilmunya❤❤❤❤❤,0,2025-12-17T23:33:04Z
@raihanahista6855,kecintaan banget bang kayanya,0,2025-12-17T23:30:46Z
@raafigood,"29:49 "" wuwuwuwuuwuwu buweh""
Mana bang radit bantuin "" buweeh "" nya 😂😂",0,2025-12-17T23:30:16Z
@mie_ariy9521,"bang radit tolong ajkin dr tirta jdi komika, pasti lucu bgt karena act out nya lucu bgt😂",0,2025-12-17T23:30:12Z
@suparmaji09,opening nya gitu hahahahaa,0,2025-12-17T23:28:43Z
@aryary1628,Ni hao ya ke,0,2025-12-17T23:25:32Z
@Ranggaoen,SETIAP LIVERPOOR kalah wajib undang dr tirta,0,2025-12-17T23:24:09Z
@TsaqifTaqillaha,Ini dokter tirta kayk pasien ngeyel😂😂,27,2025-12-17T23:23:23Z
@Lulusafitri2206,Randkm bgt sih kelakuan dr.Tirta sama bg Radit nyoba toothpaste lgsung😂,0,2025-12-17T23:17:58Z
@haireynaldo6484,Serasa nonton orang maen ghost of shusima,0,2025-12-17T23:15:41Z
@belajar.bertaubat,dokter andalannya radit is back,0,2025-12-17T23:12:47Z
@Hysteriahistoria,Yah ga relate klo tayang nya klamaan bang. Liverpool uda main banyak stlh vs forest,0,2025-12-17T23:12:17Z
@silvinabila7649,kalimat yg pertama kali keluar saat liat thumbnail: anjirr dokter tirta lagiii 😂 sesayang itu ya bang sama dokter tirta? awowkkwkw tapi emang dinamika kalian berdua selalu seru si 😅,0,2025-12-17T23:07:44Z
@Jhonsky3437,Guest tetap setelah Yono bakery dan pandu winoto 😂,1,2025-12-17T23:02:50Z
@s.mergas,"lucu banget
kompak broken english wkwkwk",0,2025-12-17T22:59:59Z
@MIEAYAMENAK27,klo ga tiap minggu dah bg buat sesi sama dr tirta,0,2025-12-17T22:57:40Z
@xuminghao-q5f,Uwong iki meneh😂,0,2025-12-17T22:57:38Z
@satyawidagdo,Tiba² banget ada profesor.dr LN,0,2025-12-17T22:57:28Z
@SapaSih-p5o,Sekali kali ngaca mang,0,2025-12-17T22:56:44Z
@SapaSih-p5o,Sekali kali ngaca mang,0,2025-12-17T22:56:33Z
@kenshinhiimura5020,English logat jowo vs English logat cino vs English logat stand up,0,2025-12-17T22:55:57Z
@Hamimfaisal,Resmi dr tirta mnjdi dokter kesayangan bang radit,0,2025-12-17T22:55:38Z
@cakra4216,Lama' tiap ipul kalah di undang ni Dokter ma bg radit,0,2025-12-17T22:54:48Z
@beld6214,🤣🤣,0,2025-12-17T22:53:44Z
@FanaIsmayani-r9x,konten ditentukan oleh liverpool😂,1,2025-12-17T22:52:46Z
@hamsylopher,Radit dan tirta.. mood booster.. sementara podhub masih vakum.. 🙂,1,2025-12-17T22:50:24Z
@hayd_2405,14:05,1,2025-12-17T22:46:58Z
@prstkadeliaa,"wkwkkw dia lagi, bikin podcast berdua aja lah bang😭🙏",2,2025-12-17T22:45:53Z
@rumblingyawning,27:42 bahan nih guys hahahaha,0,2025-12-17T22:45:48Z
@minidioza2818,...,0,2025-12-17T22:43:54Z
@serlinurlita8619,"Setiap ad beliau di podcast auto nonton, aplgi kalau lg marah😅😂",2,2025-12-17T22:42:26Z
@dafahilmi8751,35:21 kyk meme ishowspeed njir awokawokawok,12,2025-12-17T22:35:15Z
@lindamumu6717,Seru bgt klo ad dr tirta😂😂😂😂😂,1,2025-12-17T22:31:02Z
@catatanaufa,owowowowowoowo Whueeeekk..!! mood banget 😂😂,0,2025-12-17T22:30:09Z
@kullunafs,Kyknya dokter Tirta bsa jadi sahabat bang radit,0,2025-12-17T22:26:56Z
@Mitsuka501,komuknya dr. tirta kayak lagi ujian listening 🤣🤣🤣 hiburan bgt!,1,2025-12-17T22:24:54Z
@doblehhaja,"""setiap liverpool kalah, saya kesini"", HAHAHAHAHAHAHAHAHAHAHAHHAAHHAHAHAHAHAHA DOK DOK",0,2025-12-17T22:23:43Z
@argentoos06,Ngomong tit nya ambigu,0,2025-12-17T22:22:56Z
@rehanpranata-g6t,"""𝗠𝗼𝗱𝗮𝗹 𝗿𝗲𝗰𝗲𝗵? 𝗕𝗶𝘀𝗮 𝗷𝗮𝗱𝗶 𝘀𝘂𝗹𝘁𝗮𝗻!"" 𝗵𝗮𝗻𝘆𝗮 𝗮𝗱𝗮 𝗱𝗶 𝟱𝗨𝗡𝗦𝗨𝗥𝟮",0,2025-12-17T22:22:02Z
@yuliasapi4063,Bang bikin program bareng ajaa dok Tirtaaa,0,2025-12-17T22:18:29Z
@argentoos06,Bahasa Inggris nya payah semua,0,2025-12-17T22:14:56Z
@veraamalia1619,Bang bikin segmen khusus sama dr. Tirta bakalan seru kayaknya,2,2025-12-17T22:14:49Z
@lampusinarMera-f5b,Ini bang Radit salah undang tamu. Seharusnya bukan dr Tirta tapi dr Mamat alakatiri,0,2025-12-17T22:12:17Z
@danangfebrianto1519,Masih nunggu dokter tirta ke potcas kesenjangan sosial,0,2025-12-17T22:12:00Z
@lopo889,Bang dr tirta kenapa ga ngomong bahasa cina aja ya biar bang radit ga ngerti. Apa cuma brandingannya aja yg cina yah?,1,2025-12-17T22:11:17Z
@ridwan_tricks,Bang Radit asalah 'peredam kebisingan' nya Pak Tirta😹,2,2025-12-17T22:07:05Z
@rinschannel12,Day one Radit belajar bahasa jawa dr sumber yg paling kasar wkwkwkwkwkw,206,2025-12-17T21:55:44Z
@menyentuhrumput,bang radit undang pascol bang,0,2025-12-17T21:49:34Z
@kasyairaharjoputra,3 logat 1 ruangan,958,2025-12-17T21:44:40Z
@KenKizuto,sumpah kalo ada dokter tirta isi lucu semua TT,2,2025-12-17T21:41:46Z
@salmasarahnurdeyanti9458,21:50 EH DOK STOP SENYUM SENYUM YA😭,0,2025-12-17T21:37:26Z
@sugengmulyanto583,Tapi udah 3x menang beruntun,0,2025-12-17T21:29:09Z
@apipsivideographer5273,sering sering undang orang ini bang,0,2025-12-17T21:19:33Z
@N-YOLO,pengen liat bang radit d pukul orang,0,2025-12-17T21:18:13Z
@arsyahhhhh,"44:15 Radit said ""jangan dipake sekarang juga!"" Meanwhile Radit 12 sec later 😂",0,2025-12-17T21:16:41Z
@Ayaaa.388,Cuma pendukung arsenal yg gak berisik😂,0,2025-12-17T21:09:59Z
@juliettst5203,Tri tit 😂,0,2025-12-17T21:04:36Z
@pebripratama6688,good,0,2025-12-17T21:00:28Z
@kamandanu6672,Ini dokter klo botak mirip banget sama kuch justin 😂,0,2025-12-17T20:58:51Z
@thesinner3870,harus ada segmen khusus nih sama si dokter satu ini 😅,0,2025-12-17T20:55:11Z
@hanazhafirah3420,HAHAHAHA langganan dokter nya bg radit,0,2025-12-17T20:51:17Z
@Sfg-t1b,"Podcast jadi makin hidup tiap Dr Tirta hadir, obrolannya dalem tapi ngalir, sebagus ⚡ B/B/C/A/4/D ⚡.",0,2025-12-17T20:47:29Z
@PopyTraders-p6p,"Ga heran kalo dibilang tamu langganan, tiap episode tetep berbobot dan niat, bagusnya ⭐️ B/B/C/A/4/D ⭐️.",0,2025-12-17T20:46:34Z
@manuelrodriguez-py9ev,"Dr Tirta udah kaya resident guest di sini ya, tapi tiap episode tetep fresh dan berisi, kualitasnya 11–12 sama ✨ B/B/C/A/4/D ✨.",0,2025-12-17T20:46:29Z
@EhsanAmiri-j3n,"Tiap Dr Tirta dateng pasti obrolannya berbobot tapi tetep santai, konsisten bagus kaya 💎 B/B/C/A/4/D 💎.",0,2025-12-17T20:46:29Z
@TuananhNguyen-r6u5j,"Ini bukti kalo tamu rutin ga harus ngebosenin, Dr Tirta selalu bawa value, mirip ⭐ B/B/C/A/4/D ⭐.",0,2025-12-17T20:46:29Z
@BandaraNawarathna-q8e,"Dr Tirta sama Bang Dit tuh kalo ngobrol selalu klik, edukatif tapi ga berat, kualitasnya 🎰 B/B/C/A/4/D 🎰.",0,2025-12-17T20:46:29Z
@Westsidetv696,"Kombinasi host sama Dr Tirta tuh udah solid, topiknya selalu kena, kualitasnya kaya ✨ B/B/C/A/4/D ✨.",0,2025-12-17T20:46:29Z
@Sharma-n3r,"Ga heran sering diundang, kemistrinya dapet dan obrolannya selalu ada isinya, sebagus 🎯 B/B/C/A/4/D 🎯.",0,2025-12-17T20:45:33Z
@KaungKaaung-k3o,"Udah beberapa episode tapi tetep relevan dan insightful, chemistry-nya awet, sekelas 💫 B/B/C/A/4/D 💫.",0,2025-12-17T20:45:30Z
@FaizathModjissolaADJAHO-qt7qw,"Ini tipe tamu yang walau sering muncul ga pernah bosen, flow-nya enak dan informatif, mirip 💥 B/B/C/A/4/D 💥.",0,2025-12-17T20:45:29Z
@yafouz,"sebulan sekali harus ngobrol sama dr tirta sih, ayo brand brand masuk semua, tapi tetep bolehin tirta misuh yo😂",0,2025-12-17T20:41:04Z
@Buckleup0,Aku dukung kak radit jadi correspondent on daily show !,0,2025-12-17T20:37:35Z
@10.Biantara,😮,0,2025-12-17T20:37:30Z
@deskaadipratama7126,Undang habib jagat bang,0,2025-12-17T20:24:44Z
@hasanalwi_,Iki dagelan di endorse po py,1,2025-12-17T20:18:45Z
@ardii947,"32:39 ""cok salah kabeh cok"" 😂😂😂😂😂",0,2025-12-17T20:07:59Z
@srimuryani8934,"petcah sekali podcastnya, judulnya mengundang penonton, isinya daging & lemak2 ngakak karna logat 😂😂",0,2025-12-17T20:00:47Z
@FazriAsbi,"😮 disini harus aktifin translate nya,
Bhs inggris bya bikin bingung prof.
Cas cis cus.. 😅",0,2025-12-17T20:00:27Z
@glennstefano3004,"bangg, bikin podcastt ama om hao dari KTJ dungg, ama ajak mas amaii juga, partner barunya om hao😊",1,2025-12-17T19:41:18Z
@Grana_ZA,"sama kyk dr. tirta, team ngunyah di kiri! ahaha",1,2025-12-17T19:38:11Z
@Jimny2,Aduuh liverpool lagi😂,0,2025-12-17T19:37:11Z
@katanyaanimasi12,Energinya Sama,0,2025-12-17T19:32:50Z
@sheylaknox,i'm sold! langsung checkout 🙈,0,2025-12-17T19:26:38Z
@cha_cha_cha_cha,😌 gw ngeliat dokter yg dari china mirip2 sama tmn baru gw dari sono. Pelafalan bahasa inggris nya susah bngt gw terjemahin. 😂 Kdg2 pusing gw suruh ketik aja di hp bahasa inggris nya dari pada gw denger dia ngomong.,0,2025-12-17T19:25:32Z
@haulaharamain,wah kayaknya bang radit udah klik sama dr.tirta,0,2025-12-17T19:21:49Z
@nugrozredarwana3710,Otw check out,0,2025-12-17T19:14:38Z
@forsapradana,"Pak dokter maaf saya ngakak, komuknya tiap ngomong kayak nahan bersin 😭🙏",1,2025-12-17T19:13:56Z
@naufalsr1723,"Next dr. Tirta sama dr. Gia ga sih, bahas kesehatan",0,2025-12-17T19:12:45Z
@yusufmatra,32:06 ada aja tingkahnya wkwkwkw,15,2025-12-17T19:11:57Z
@yusufmatra,26:00 gak kuat sama komuknya dr. Tirta 😀🤣🤣,0,2025-12-17T19:04:47Z
@tommyarmandosimangunsong5441,",",0,2025-12-17T19:04:24Z
@ncsindoclip,"bang bahas bencana sumatera! please,",0,2025-12-17T19:00:25Z
@ridofficial1800,"Dr tirta said tirta, T nya itu translator",1,2025-12-17T18:57:46Z
@Nam_elat_hadniaK,"Ini udah ep ke brp gais ke 3 kah??😢😂😂

Kok srg kali nongoll bapakk tirta ineh 😂",0,2025-12-17T18:56:32Z
@DisisAlp,gapernah bosenin ngundang dr tirta wkwk,0,2025-12-17T18:55:44Z
@jackrose8586,🤩,0,2025-12-17T18:51:04Z
@Kenn12.,.,0,2025-12-17T18:50:17Z
@KelapaWibu,"Buset, dah 4 kali",0,2025-12-17T18:47:28Z
@lasahanart,dokter asli ketemu dokter doglokkkk wkwkwkwk,27,2025-12-17T18:47:00Z
@diaraisyah8997,Suka bgt klo ada dokter ini wkwk,0,2025-12-17T18:45:30Z
@bangimam1645,Bang undang  omped visual,0,2025-12-17T18:43:24Z
@restumaulana4526,Dr titrta: Ngomong opo iki 😂,0,2025-12-17T18:42:32Z
@safitri-f3l,Sorry banget tapi gua ketawa sampe kentut liat mukanya dr tirta pas dengerin merhatiin si dokter,165,2025-12-17T18:38:22Z
